CallID,CallingMSISDN,CalledMSISDN,CallDate,DurationSeconds,ChargeAmount,CallType
523,740000023,710000067,2026-04-13,57,114,Onnet
524,740000060,755123456,2026-01-23,345,690,Offnet
525,710000002,755123456,2026-03-19,587,1174,Onnet
526,740000060,755123456,2026-02-20,801,1602,Onnet
527,710000020,710000053,2026-03-01,34,68,Offnet
528,740000082,772123456,2026-01-01,353,706,Offnet
529,740000095,772123456,2026-05-16,220,440,Onnet
530,740000054,772123456,2026-03-13,155,310,Onnet
531,740000006,256781234567,2026-06-29,432,864,Offnet
532,710000059,772123456,2026-01-25,604,1208,Onnet
533,740000082,772123456,2026-05-26,616,1232,Onnet
534,710000056,772123456,2026-03-16,252,504,Offnet
535,740000041,755123456,2026-03-25,727,1454,Offnet
536,740000058,740000010,2026-02-04,217,434,Onnet
537,710000020,740000058,2026-03-22,487,974,Offnet
538,740000016,772123456,2026-03-20,472,944,Offnet
539,740000034,772123456,2026-06-25,171,342,Offnet
540,740000091,772123456,2026-03-25,230,460,Onnet
541,740000012,755123456,2026-05-12,415,830,Onnet
542,740000087,740000023,2026-04-14,41,82,Offnet
543,740000072,772123456,2026-04-29,106,212,Onnet
544,710000018,710000008,2026-02-26,860,1720,Onnet
545,740000026,755123456,2026-06-11,712,1424,Onnet
546,740000075,772123456,2026-01-17,32,64,Onnet
547,710000083,772123456,2026-03-26,104,208,Onnet
548,740000006,772123456,2026-05-27,182,364,Offnet
549,710000093,772123456,2026-06-24,401,802,Offnet
550,740000023,772123456,2026-03-13,291,582,Offnet
551,710000020,710000080,2026-03-04,641,1282,Offnet
552,710000064,256781234567,2026-01-16,500,1000,Onnet
553,740000036,755123456,2026-06-14,214,428,Onnet
554,740000081,256781234567,2026-01-05,823,1646,Offnet
555,740000092,256781234567,2026-05-05,810,1620,Offnet
556,710000073,755123456,2026-02-16,286,572,Onnet
557,740000041,772123456,2026-03-13,840,1680,Onnet
558,740000061,256781234567,2026-02-10,248,496,Onnet
559,710000032,755123456,2026-01-15,556,1112,Onnet
560,740000074,755123456,2026-02-14,373,746,Onnet
561,740000031,256781234567,2026-04-02,724,1448,Onnet
562,740000091,256781234567,2026-02-06,587,1174,Onnet
563,710000064,772123456,2026-01-10,512,1024,Onnet
564,710000008,740000029,2026-05-15,30,60,Offnet
565,710000001,256781234567,2026-02-03,216,432,Offnet
566,740000092,740000042,2026-01-06,70,140,Onnet
567,710000076,772123456,2026-01-29,802,1604,Offnet
568,740000010,256781234567,2026-05-31,415,830,Onnet
569,710000044,772123456,2026-04-22,171,342,Offnet
570,710000084,256781234567,2026-06-27,585,1170,Offnet
571,740000029,772123456,2026-03-20,397,794,Offnet
572,740000017,710000001,2026-05-27,728,1456,Offnet
573,710000099,772123456,2026-06-04,196,392,Offnet
574,710000079,710000073,2026-05-08,116,232,Onnet
575,710000043,772123456,2026-03-23,365,730,Onnet
576,740000082,772123456,2026-06-21,851,1702,Offnet
577,740000058,710000027,2026-06-27,265,530,Onnet
578,710000045,710000014,2026-01-01,747,1494,Onnet
579,740000050,755123456,2026-04-16,180,360,Offnet
580,710000049,755123456,2026-05-03,113,226,Onnet
581,740000021,772123456,2026-01-06,311,622,Offnet
582,740000034,772123456,2026-02-13,360,720,Offnet
583,740000021,256781234567,2026-03-28,105,210,Offnet
584,740000091,710000084,2026-06-05,178,356,Offnet
585,740000021,710000043,2026-02-18,220,440,Offnet
586,710000090,256781234567,2026-03-09,563,1126,Offnet
587,740000039,740000007,2026-05-27,412,824,Offnet
588,710000020,710000001,2026-01-23,447,894,Offnet
589,740000085,755123456,2026-01-25,214,428,Onnet
590,710000027,710000038,2026-05-02,93,186,Onnet
591,740000040,755123456,2026-06-19,510,1020,Offnet
592,740000012,755123456,2026-04-05,199,398,Offnet
593,740000048,740000006,2026-04-23,279,558,Offnet
594,740000034,740000035,2026-01-16,587,1174,Onnet
595,710000097,772123456,2026-06-21,97,194,Offnet
596,740000070,256781234567,2026-05-22,242,484,Onnet
597,740000050,755123456,2026-06-25,558,1116,Offnet
598,740000074,755123456,2026-01-21,316,632,Offnet
599,740000092,740000074,2026-05-27,539,1078,Onnet
600,740000016,755123456,2026-02-12,187,374,Onnet
601,740000025,710000055,2026-06-24,90,180,Offnet
602,740000026,256781234567,2026-06-02,161,322,Offnet
603,740000041,772123456,2026-04-10,99,198,Offnet
604,710000071,755123456,2026-04-28,542,1084,Onnet
605,710000090,256781234567,2026-04-18,810,1620,Onnet
606,740000054,710000073,2026-05-30,612,1224,Onnet
607,710000014,772123456,2026-03-15,814,1628,Offnet
608,710000053,710000084,2026-05-27,507,1014,Offnet
609,710000005,740000052,2026-06-08,157,314,Offnet
610,710000005,755123456,2026-03-02,717,1434,Onnet
611,740000096,755123456,2026-01-06,391,782,Offnet
612,740000039,755123456,2026-06-28,888,1776,Onnet
613,710000030,740000096,2026-03-24,463,926,Offnet
614,740000094,256781234567,2026-02-18,101,202,Offnet
615,710000028,755123456,2026-05-05,768,1536,Offnet
616,710000008,772123456,2026-03-21,77,154,Offnet
617,710000018,256781234567,2026-01-08,592,1184,Onnet
618,740000025,772123456,2026-01-15,867,1734,Onnet
619,710000005,755123456,2026-02-20,731,1462,Offnet
620,740000048,256781234567,2026-06-12,416,832,Onnet
621,710000088,740000048,2026-06-02,510,1020,Offnet
622,740000023,755123456,2026-05-22,610,1220,Offnet
623,710000045,740000034,2026-06-26,776,1552,Onnet
624,710000037,740000007,2026-05-27,176,352,Onnet
625,740000029,256781234567,2026-03-10,221,442,Offnet
626,710000066,710000100,2026-06-24,795,1590,Onnet
627,740000061,256781234567,2026-06-03,187,374,Onnet
628,740000029,740000040,2026-06-14,739,1478,Offnet
629,710000055,755123456,2026-03-06,480,960,Onnet
630,740000060,256781234567,2026-06-09,854,1708,Offnet
631,740000075,710000066,2026-04-06,688,1376,Offnet
632,740000039,755123456,2026-03-28,75,150,Offnet
633,740000082,755123456,2026-06-17,277,554,Offnet
634,740000025,740000098,2026-01-15,256,512,Offnet
635,740000085,772123456,2026-01-07,748,1496,Offnet
636,710000038,740000054,2026-04-10,424,848,Onnet
637,740000075,256781234567,2026-02-18,845,1690,Offnet
638,710000093,256781234567,2026-06-13,557,1114,Offnet
639,710000086,755123456,2026-02-13,875,1750,Onnet
640,710000038,740000017,2026-03-08,768,1536,Onnet
641,710000088,256781234567,2026-02-26,101,202,Offnet
642,740000029,755123456,2026-03-26,440,880,Offnet
643,740000034,755123456,2026-01-31,881,1762,Offnet
644,740000007,256781234567,2026-06-08,604,1208,Onnet
645,740000061,256781234567,2026-06-24,132,264,Offnet
646,710000068,740000007,2026-02-08,884,1768,Onnet
647,740000026,256781234567,2026-02-06,478,956,Offnet
648,740000092,710000011,2026-03-27,509,1018,Onnet
649,740000041,772123456,2026-03-12,472,944,Onnet
650,740000098,256781234567,2026-02-10,792,1584,Offnet
651,740000098,772123456,2026-04-22,639,1278,Offnet
652,740000052,755123456,2026-01-02,402,804,Onnet
653,740000069,740000048,2026-03-24,24,48,Onnet
654,710000003,256781234567,2026-03-05,761,1522,Onnet
655,740000089,755123456,2026-01-27,142,284,Offnet
656,710000065,772123456,2026-01-12,76,152,Offnet
657,710000038,256781234567,2026-05-15,620,1240,Offnet
658,710000056,772123456,2026-05-06,360,720,Offnet
659,710000097,740000052,2026-02-28,29,58,Onnet
660,740000094,772123456,2026-01-06,761,1522,Onnet
661,740000016,256781234567,2026-01-10,821,1642,Offnet
662,740000082,740000069,2026-01-13,648,1296,Onnet
663,740000085,710000003,2026-06-26,59,118,Onnet
664,740000054,772123456,2026-03-06,570,1140,Offnet
665,710000090,740000089,2026-06-11,712,1424,Onnet
666,740000039,772123456,2026-05-14,688,1376,Offnet
667,710000080,772123456,2026-01-27,438,876,Onnet
668,710000037,710000014,2026-02-20,519,1038,Onnet
669,710000100,710000067,2026-04-02,216,432,Offnet
670,710000038,710000071,2026-02-23,518,1036,Offnet
671,710000043,710000002,2026-01-23,697,1394,Onnet
672,740000074,772123456,2026-05-11,102,204,Onnet
673,710000093,755123456,2026-03-01,669,1338,Offnet
674,710000038,740000007,2026-02-14,112,224,Onnet
675,710000038,256781234567,2026-04-20,330,660,Onnet
676,710000013,772123456,2026-02-05,19,38,Onnet
677,710000043,755123456,2026-03-10,646,1292,Onnet
678,740000048,772123456,2026-04-13,126,252,Offnet
679,710000059,740000050,2026-05-03,716,1432,Offnet
680,710000084,772123456,2026-02-03,125,250,Onnet
681,740000021,710000076,2026-05-26,504,1008,Offnet
682,710000024,755123456,2026-01-08,636,1272,Onnet
683,710000062,772123456,2026-04-23,431,862,Onnet
684,740000009,740000041,2026-06-30,22,44,Onnet
685,710000086,256781234567,2026-06-26,545,1090,Onnet
686,710000056,772123456,2026-03-30,503,1006,Offnet
687,710000020,256781234567,2026-01-14,637,1274,Onnet
688,710000083,256781234567,2026-05-01,879,1758,Offnet
689,740000022,710000063,2026-03-03,338,676,Offnet
690,740000036,740000029,2026-06-14,573,1146,Offnet
691,740000052,772123456,2026-04-24,480,960,Offnet
692,740000012,755123456,2026-01-31,333,666,Offnet
693,740000096,772123456,2026-04-16,423,846,Onnet
694,740000072,772123456,2026-06-04,820,1640,Offnet
695,710000066,256781234567,2026-04-27,697,1394,Offnet
696,740000047,772123456,2026-04-27,874,1748,Offnet
697,740000072,256781234567,2026-06-18,494,988,Offnet
698,740000092,772123456,2026-06-18,787,1574,Onnet
699,710000001,256781234567,2026-03-16,829,1658,Offnet
700,710000090,740000022,2026-02-05,514,1028,Offnet
701,710000014,740000026,2026-01-31,202,404,Offnet
702,710000028,772123456,2026-03-28,743,1486,Onnet
703,710000097,256781234567,2026-06-22,867,1734,Onnet
704,710000099,755123456,2026-05-31,684,1368,Onnet
705,710000064,740000095,2026-05-22,59,118,Offnet
706,740000075,256781234567,2026-02-15,809,1618,Onnet
707,740000094,772123456,2026-06-18,406,812,Offnet
708,710000065,755123456,2026-06-27,633,1266,Onnet
709,740000036,755123456,2026-04-26,311,622,Onnet
710,710000018,256781234567,2026-05-12,776,1552,Offnet
711,710000090,755123456,2026-05-22,738,1476,Onnet
712,740000026,740000092,2026-06-25,307,614,Offnet
713,740000087,740000091,2026-02-15,675,1350,Offnet
714,740000091,740000046,2026-05-03,585,1170,Offnet
715,740000087,256781234567,2026-04-19,302,604,Onnet
716,710000067,710000049,2026-01-14,158,316,Onnet
717,740000026,740000021,2026-06-24,303,606,Offnet
718,740000019,256781234567,2026-03-17,813,1626,Onnet
719,710000097,755123456,2026-04-26,843,1686,Onnet
720,710000079,256781234567,2026-02-27,585,1170,Offnet
721,740000031,256781234567,2026-06-27,304,608,Onnet
722,710000049,256781234567,2026-05-22,330,660,Onnet
723,710000002,772123456,2026-04-24,645,1290,Onnet
724,740000082,256781234567,2026-05-31,386,772,Onnet
725,710000100,772123456,2026-04-25,311,622,Onnet
726,710000088,740000023,2026-05-12,762,1524,Onnet
727,710000049,740000036,2026-03-09,579,1158,Onnet
728,740000021,755123456,2026-03-26,15,30,Offnet
729,740000091,772123456,2026-03-24,167,334,Onnet
730,710000100,256781234567,2026-06-19,873,1746,Offnet
731,710000063,256781234567,2026-01-19,376,752,Offnet
732,710000068,710000024,2026-01-18,543,1086,Onnet
733,740000054,755123456,2026-03-31,104,208,Onnet
734,710000028,755123456,2026-03-17,379,758,Onnet
735,710000097,755123456,2026-06-16,584,1168,Onnet
736,740000015,755123456,2026-06-14,256,512,Onnet
737,740000006,755123456,2026-01-30,400,800,Offnet
738,710000033,755123456,2026-05-13,35,70,Offnet
739,710000066,755123456,2026-01-12,508,1016,Offnet
740,710000084,710000066,2026-01-25,94,188,Onnet
741,710000099,772123456,2026-01-17,651,1302,Onnet
742,710000086,772123456,2026-06-25,895,1790,Offnet
743,710000014,710000090,2026-04-22,769,1538,Onnet
744,740000096,772123456,2026-03-26,480,960,Onnet
745,740000012,740000023,2026-03-06,823,1646,Onnet
746,740000074,755123456,2026-04-10,427,854,Offnet
747,740000081,755123456,2026-04-10,27,54,Onnet
748,740000069,710000093,2026-01-17,643,1286,Onnet
749,710000090,755123456,2026-01-28,524,1048,Offnet
750,710000088,772123456,2026-04-23,298,596,Offnet
751,740000051,772123456,2026-02-10,495,990,Onnet
752,710000018,256781234567,2026-06-12,312,624,Onnet
753,740000039,256781234567,2026-04-06,673,1346,Onnet
754,710000071,772123456,2026-01-11,136,272,Onnet
755,740000074,256781234567,2026-01-22,570,1140,Offnet
756,710000027,256781234567,2026-02-24,362,724,Offnet
757,710000083,772123456,2026-02-17,174,348,Onnet
758,710000079,772123456,2026-02-16,127,254,Onnet
759,710000097,256781234567,2026-06-15,482,964,Onnet
760,710000038,755123456,2026-02-20,110,220,Offnet
761,710000043,256781234567,2026-03-02,681,1362,Onnet
762,710000037,772123456,2026-05-05,335,670,Offnet
763,710000043,755123456,2026-05-30,720,1440,Onnet
764,710000073,755123456,2026-02-13,448,896,Onnet
765,740000041,740000029,2026-06-14,739,1478,Offnet
766,740000036,772123456,2026-03-26,705,1410,Offnet
767,740000060,755123456,2026-05-22,508,1016,Onnet
768,740000023,772123456,2026-03-13,871,1742,Onnet
769,740000069,740000094,2026-01-20,651,1302,Onnet
770,710000003,256781234567,2026-05-29,41,82,Offnet
771,710000099,772123456,2026-03-08,574,1148,Offnet
772,710000084,755123456,2026-02-27,411,822,Offnet
773,710000018,256781234567,2026-04-12,102,204,Offnet
774,710000065,740000031,2026-06-07,878,1756,Onnet
775,710000097,755123456,2026-02-15,173,346,Onnet
776,740000095,755123456,2026-02-26,51,102,Offnet
777,710000030,740000048,2026-01-11,249,498,Onnet
778,710000067,755123456,2026-05-01,407,814,Offnet
779,740000006,710000084,2026-01-27,341,682,Offnet
780,740000095,740000070,2026-02-14,593,1186,Offnet
781,710000084,256781234567,2026-01-20,679,1358,Offnet
782,710000049,772123456,2026-04-14,538,1076,Offnet
783,710000045,755123456,2026-01-02,628,1256,Onnet
784,710000057,740000010,2026-06-14,536,1072,Offnet
785,710000028,740000021,2026-06-04,380,760,Onnet
786,740000085,710000043,2026-01-30,747,1494,Offnet
787,740000087,772123456,2026-02-11,614,1228,Offnet
788,710000003,740000017,2026-06-01,597,1194,Onnet
789,710000018,772123456,2026-02-07,596,1192,Onnet
790,740000022,710000024,2026-04-14,539,1078,Onnet
791,710000093,755123456,2026-02-25,97,194,Offnet
792,740000078,755123456,2026-02-26,184,368,Offnet
793,740000077,740000075,2026-02-16,850,1700,Offnet
794,740000022,755123456,2026-06-02,474,948,Onnet
795,710000030,772123456,2026-01-05,121,242,Onnet
796,710000067,256781234567,2026-04-18,710,1420,Onnet
797,740000078,740000061,2026-06-03,639,1278,Onnet
798,740000069,772123456,2026-05-04,105,210,Onnet
799,740000078,772123456,2026-06-23,803,1606,Offnet
800,710000067,772123456,2026-05-16,724,1448,Offnet
801,710000030,755123456,2026-04-08,818,1636,Offnet
802,710000076,256781234567,2026-01-26,599,1198,Offnet
803,710000018,710000099,2026-01-22,248,496,Offnet
804,740000077,755123456,2026-02-18,273,546,Onnet
805,740000091,772123456,2026-05-14,601,1202,Onnet
806,710000067,710000084,2026-06-26,220,440,Offnet
807,710000053,772123456,2026-06-16,446,892,Offnet
808,740000034,755123456,2026-04-04,588,1176,Offnet
809,710000088,772123456,2026-05-22,433,866,Offnet
810,740000023,256781234567,2026-03-06,505,1010,Offnet
811,740000074,256781234567,2026-02-05,417,834,Onnet
812,740000096,710000090,2026-01-26,175,350,Onnet
813,710000066,755123456,2026-05-21,830,1660,Onnet
814,740000021,256781234567,2026-01-24,15,30,Onnet
815,740000061,755123456,2026-01-17,100,200,Offnet
816,740000029,256781234567,2026-04-09,48,96,Offnet
817,710000079,755123456,2026-06-02,738,1476,Onnet
818,710000100,256781234567,2026-04-23,516,1032,Onnet
819,740000026,256781234567,2026-02-19,302,604,Onnet
820,740000077,256781234567,2026-06-07,247,494,Onnet
821,740000087,740000031,2026-01-01,680,1360,Onnet
822,740000012,755123456,2026-06-21,371,742,Offnet
823,740000052,256781234567,2026-06-30,25,50,Onnet
824,740000012,256781234567,2026-05-24,859,1718,Offnet
825,710000045,755123456,2026-06-05,241,482,Onnet
826,710000059,256781234567,2026-03-08,14,28,Onnet
827,710000053,256781234567,2026-05-09,84,168,Offnet
828,710000044,256781234567,2026-05-18,273,546,Offnet
829,740000089,755123456,2026-05-04,586,1172,Onnet
830,710000097,755123456,2026-04-28,707,1414,Onnet
831,710000062,740000009,2026-06-12,401,802,Onnet
832,740000087,755123456,2026-04-01,432,864,Onnet
833,710000090,772123456,2026-01-24,304,608,Offnet
834,740000087,755123456,2026-05-22,87,174,Onnet
835,740000061,772123456,2026-03-10,597,1194,Onnet
836,740000096,772123456,2026-02-21,520,1040,Onnet
837,740000095,740000034,2026-02-28,221,442,Onnet
838,710000032,755123456,2026-01-28,169,338,Onnet
839,710000011,256781234567,2026-06-07,514,1028,Onnet
840,740000098,772123456,2026-05-04,878,1756,Offnet
841,710000080,256781234567,2026-03-12,899,1798,Offnet
842,710000024,256781234567,2026-04-12,296,592,Onnet
843,710000097,772123456,2026-04-19,548,1096,Offnet
844,740000070,710000045,2026-06-25,413,826,Onnet
845,710000059,256781234567,2026-04-28,540,1080,Offnet
846,740000089,740000087,2026-04-08,225,450,Onnet
847,740000042,755123456,2026-05-21,201,402,Offnet
848,740000031,710000079,2026-04-04,361,722,Onnet
849,710000064,755123456,2026-04-06,727,1454,Offnet
850,740000052,710000024,2026-02-03,595,1190,Onnet
851,710000013,772123456,2026-04-21,578,1156,Offnet
852,740000026,740000095,2026-05-02,163,326,Onnet
853,740000023,772123456,2026-06-11,879,1758,Offnet
854,710000063,256781234567,2026-05-26,889,1778,Onnet
855,740000051,740000021,2026-02-25,71,142,Offnet
856,740000061,772123456,2026-03-27,470,940,Offnet
857,740000047,256781234567,2026-03-07,839,1678,Offnet
858,710000003,755123456,2026-06-23,898,1796,Onnet
859,740000074,256781234567,2026-02-14,561,1122,Offnet
860,740000046,256781234567,2026-04-25,509,1018,Onnet
861,710000049,755123456,2026-02-07,656,1312,Onnet
862,740000082,755123456,2026-06-11,441,882,Offnet
863,740000010,710000044,2026-03-22,243,486,Offnet
864,710000084,740000035,2026-06-15,629,1258,Offnet
865,740000035,755123456,2026-05-31,775,1550,Offnet
866,710000053,710000003,2026-03-02,138,276,Offnet
867,740000096,772123456,2026-02-12,225,450,Offnet
868,710000014,740000061,2026-01-14,571,1142,Onnet
869,710000099,772123456,2026-03-09,116,232,Onnet
870,710000011,755123456,2026-02-28,326,652,Onnet
871,740000095,740000081,2026-02-03,139,278,Onnet
872,710000004,740000046,2026-03-25,891,1782,Offnet
873,740000060,256781234567,2026-05-21,288,576,Offnet
874,710000018,256781234567,2026-02-15,562,1124,Offnet
875,740000081,256781234567,2026-05-15,455,910,Offnet
876,710000045,772123456,2026-01-23,834,1668,Offnet
877,740000040,755123456,2026-03-19,169,338,Onnet
878,710000001,772123456,2026-03-15,362,724,Offnet
879,740000069,710000063,2026-05-03,783,1566,Offnet
880,710000002,755123456,2026-03-01,621,1242,Onnet
881,710000071,755123456,2026-04-22,584,1168,Offnet
882,710000032,740000095,2026-04-10,671,1342,Offnet
883,740000029,710000055,2026-03-03,650,1300,Offnet
884,710000037,256781234567,2026-03-10,838,1676,Offnet
885,740000025,772123456,2026-03-16,149,298,Onnet
886,740000082,755123456,2026-06-29,288,576,Offnet
887,740000025,772123456,2026-05-17,60,120,Onnet
888,710000024,755123456,2026-02-02,285,570,Offnet
889,740000094,740000012,2026-01-04,164,328,Offnet
890,710000028,755123456,2026-05-08,814,1628,Offnet
891,740000060,772123456,2026-01-21,348,696,Onnet
892,710000008,740000051,2026-05-20,83,166,Offnet
893,710000024,710000033,2026-04-08,846,1692,Onnet
894,740000016,256781234567,2026-04-09,264,528,Offnet
895,710000032,772123456,2026-04-28,213,426,Onnet
896,710000067,772123456,2026-04-10,494,988,Offnet
897,740000042,740000094,2026-05-21,53,106,Onnet
898,710000033,755123456,2026-04-03,213,426,Onnet
899,710000086,740000015,2026-06-12,251,502,Offnet
900,740000042,740000036,2026-01-31,608,1216,Offnet
901,710000032,740000006,2026-06-26,605,1210,Offnet
902,740000089,755123456,2026-01-23,799,1598,Onnet
903,740000021,256781234567,2026-03-28,643,1286,Onnet
904,710000008,772123456,2026-05-18,728,1456,Onnet
905,740000017,755123456,2026-06-15,581,1162,Offnet
906,710000057,772123456,2026-04-07,715,1430,Offnet
907,710000093,740000006,2026-06-30,506,1012,Offnet
908,740000072,710000090,2026-02-18,511,1022,Onnet
909,740000070,256781234567,2026-03-12,489,978,Onnet
910,740000009,755123456,2026-03-09,312,624,Offnet
911,710000059,740000082,2026-04-08,528,1056,Onnet
912,710000003,755123456,2026-06-08,804,1608,Onnet
913,740000042,256781234567,2026-04-10,561,1122,Onnet
914,710000068,256781234567,2026-06-06,167,334,Offnet
915,740000042,755123456,2026-01-25,123,246,Onnet
916,740000006,772123456,2026-01-09,192,384,Onnet
917,710000014,772123456,2026-05-27,42,84,Offnet
918,740000085,256781234567,2026-06-01,728,1456,Offnet
919,740000007,256781234567,2026-01-19,745,1490,Onnet
920,710000027,772123456,2026-06-13,489,978,Onnet
921,740000047,755123456,2026-04-05,851,1702,Onnet
922,710000079,740000006,2026-01-19,761,1522,Offnet
923,740000010,256781234567,2026-01-26,109,218,Onnet
924,740000069,772123456,2026-06-18,548,1096,Onnet
925,710000073,772123456,2026-05-23,581,1162,Offnet
926,740000096,740000082,2026-04-02,600,1200,Offnet
927,710000090,772123456,2026-02-16,180,360,Offnet
928,710000065,772123456,2026-06-03,556,1112,Offnet
929,740000046,256781234567,2026-04-06,342,684,Offnet
930,740000098,256781234567,2026-06-05,341,682,Onnet
931,710000073,755123456,2026-05-21,794,1588,Offnet
932,740000047,755123456,2026-01-01,416,832,Onnet
933,710000037,256781234567,2026-03-19,148,296,Onnet
934,740000039,772123456,2026-03-22,886,1772,Onnet
935,710000099,256781234567,2026-03-12,852,1704,Onnet
936,710000013,740000046,2026-02-05,169,338,Offnet
937,740000047,772123456,2026-03-07,248,496,Offnet
938,740000012,256781234567,2026-01-20,232,464,Offnet
939,710000062,740000089,2026-05-28,729,1458,Onnet
940,740000077,772123456,2026-05-28,758,1516,Offnet
941,710000011,755123456,2026-04-22,366,732,Offnet
942,740000016,772123456,2026-06-17,775,1550,Onnet
943,740000082,755123456,2026-03-20,65,130,Onnet
944,740000041,772123456,2026-05-09,344,688,Onnet
945,710000020,740000094,2026-04-25,412,824,Onnet
946,740000029,755123456,2026-02-03,161,322,Offnet
947,710000011,256781234567,2026-05-21,60,120,Offnet
948,740000034,710000065,2026-06-28,454,908,Onnet
949,740000098,740000072,2026-05-05,212,424,Offnet
950,710000084,256781234567,2026-05-15,640,1280,Onnet
951,710000032,710000100,2026-03-24,450,900,Onnet
952,740000015,755123456,2026-03-31,384,768,Onnet
953,740000042,256781234567,2026-03-20,34,68,Onnet
954,710000045,755123456,2026-02-07,648,1296,Offnet
955,740000006,772123456,2026-06-25,214,428,Offnet
956,710000020,772123456,2026-01-14,125,250,Onnet
957,710000080,755123456,2026-03-29,24,48,Onnet
958,740000040,772123456,2026-02-23,349,698,Onnet
959,710000027,755123456,2026-05-04,571,1142,Onnet
960,740000089,772123456,2026-05-30,395,790,Onnet
961,710000033,710000037,2026-06-28,215,430,Offnet
962,740000007,772123456,2026-04-10,78,156,Offnet
963,740000085,256781234567,2026-01-28,378,756,Onnet
964,710000038,256781234567,2026-03-01,405,810,Offnet
965,710000066,772123456,2026-05-05,333,666,Onnet
966,710000024,710000059,2026-01-06,584,1168,Onnet
967,710000032,755123456,2026-05-06,351,702,Offnet
968,740000096,710000045,2026-04-01,710,1420,Offnet
969,740000081,256781234567,2026-01-16,292,584,Offnet
970,740000050,772123456,2026-03-13,578,1156,Onnet
971,710000020,755123456,2026-02-05,682,1364,Onnet
972,740000094,256781234567,2026-06-10,637,1274,Onnet
973,740000054,710000020,2026-03-21,446,892,Offnet
974,740000058,772123456,2026-02-05,678,1356,Onnet
975,710000018,256781234567,2026-02-04,546,1092,Offnet
976,710000099,710000073,2026-03-23,171,342,Onnet
977,740000072,256781234567,2026-02-17,131,262,Offnet
978,740000019,755123456,2026-04-16,433,866,Offnet
979,710000057,256781234567,2026-03-12,766,1532,Onnet
980,710000100,740000017,2026-01-07,199,398,Offnet
981,740000078,772123456,2026-03-01,620,1240,Onnet
982,710000088,710000011,2026-05-03,714,1428,Onnet
983,710000065,755123456,2026-06-16,739,1478,Offnet
984,710000024,755123456,2026-02-05,495,990,Onnet
985,740000025,710000053,2026-01-04,792,1584,Offnet
986,710000053,710000086,2026-02-22,217,434,Onnet
987,740000023,755123456,2026-06-07,897,1794,Offnet
988,740000089,755123456,2026-04-20,262,524,Offnet
989,710000100,740000095,2026-04-08,854,1708,Offnet
990,740000051,256781234567,2026-06-02,595,1190,Onnet
991,710000067,710000059,2026-01-11,856,1712,Onnet
992,710000067,256781234567,2026-05-23,50,100,Offnet
993,710000067,772123456,2026-03-16,204,408,Offnet
994,740000051,755123456,2026-02-12,482,964,Offnet
995,710000038,772123456,2026-05-13,716,1432,Onnet
996,740000060,755123456,2026-05-09,102,204,Onnet
997,710000024,256781234567,2026-02-04,569,1138,Offnet
998,710000053,772123456,2026-04-27,193,386,Onnet
999,710000059,740000042,2026-06-16,718,1436,Onnet
1000,740000092,772123456,2026-06-30,126,252,Offnet
